KEY	VALUE	COMMENTS
__id	jp	en		
__name	日本語	English	
button.play	プレイ
module.small-speakeasy.desc	手の込んだカクテルを豪華なバーカウンターで出す。エンターテインメントも用意すれば、界隈で一番の話題のスポットになるだろう。
module.small-speakeasy.details	設営には時間と資材がかかるが、立派なカウンターとテーブル、そして酒の箱を隠す頑丈な収納を作る。かなりの収益と、地元民からの多大なリスペクトを獲得できるぞ。
module.supper-club-player.name	サッパークラブ
module.supper-club-player.desc	一流のサッパークラブにはあらゆる種類の酒が必要だ。そして、ここではそれが飛ぶように売れる。
module.supper-club-player.details	サッパークラブを設営すれば、ボトル入りのあらゆる高級酒を地元の客に売り捌けるようになる。

	;; 蒸留所・専門設備

module.conversion-backroom-distillery.name	裏部屋の簡易蒸留所
module.conversion-backroom-distillery.desc	少量の中心アルコールを製造できる、小さな蒸留設備だ。
module.conversion-backroom-distillery.details	奥に小型の蒸留器を設置する。純粋なコーンシロップを使えば、中性アルコールを抽出するのは造作もないことだ。
module.conversion-backroom-distillery-improved.details	大型の蒸留器を設置して、コーンシロップからの抽出や、工業用アルコールからの精製を効率化する。
module.conversion-backroom-distillery-improved.name	強化裏部屋蒸留所
module.conversion-backroom-distillery-improved.desc	中性アルコールの生産量を50%増加させ、工業用からの精製も可能にする。
module.source-grocery-small.name	小さな食料品店
module.source-grocery-small.desc	基本的な食料品が並ぶ、こぢんまりとした店だ。
module.source-bakery-small.name	小さなパン屋
module.source-bakery-small.desc	焼き立てのパンが棚に並んでいる。
module.source-crocks-small.name	陶器瓶の供給源
module.source-crocks-small.desc	このビジネスでは大量の陶器瓶を使用している。入り用なら声をかけろ。
module.source-gasoline-small.name	小さなガソリンスタンド
module.source-gasoline-small.desc	地元民の足を止めないための給油所だ。
module.tobacconist-small.name	地元のタバコ屋
module.tobacconist-small.desc	タバコや葉巻、喫煙具が所狭しと並んでいる。
module.source-warehouse-small.name	小規模倉庫
module.source-warehouse-small.desc	あらゆる資材を一時保管している小さな工業用施設だ。
module.source-cold-storage-small.name	小規模冷倉庫
module.source-cold-storage-small.desc	厚い壁が中の温度を低く保ち、資材の鮮度を維持している。

	;; 高度な生産

module.production-beer-small.name	小規模醸造所
module.production-beer-bottled.desc	大麦を原料に、ボトル入りのビールを生産する。
module.production-beer-kegs.desc	大麦を原料に、ケグ（樽）詰めのビールを生産する。
module.production-wine-barrels.name	小規模ワイナリー
module.production-wine-barrels.desc	ブドウ液からワインを醸造する。
module.production-wine-barrels.details	ブドウ液と樽を確保できれば、このスペースを使って樽詰めワインを生産できる。他所でボトリングしたり、そのまま卸したりできるぞ。
module.production-sparkling-cider.name	スパークリング・サイダー製造所
module.production-sparkling-cider.desc	普通のサイダーは誰でも造れるが、こいつは高級な「泡立ち」サイダーだ。
module.production-sparkling-cider.details	適切な資材があれば、スパークリング・サイダーを仕込める。普通の自家製サイダーよりも高値で売り捌けるぞ。
module.production-sparkling-cider-upgraded.name	スパークリング・サイダー発酵槽
module.production-sparkling-cider-upgraded.desc	リンゴから直接スパークリング・サイダーを造り出す。
module.production-bathtub-gin.name	バスタブ・ジン製造所
module.production-bathtub-gin.desc	スパイスを使い、味気ない中性アルコールをカクテルに最適なジンへと変える。
module.production-bathtub-gin.details	樽とスパイスを揃えれば、安物の中性アルコールを、人々が懐かしむ「あの頃のジン」に近い味に仕上げられるぞ。
module.production-amaretto.name	アマレット蒸留器
module.production-amaretto.desc	ナッツと砂糖を蒸留し、流行りのリキュール「アマレット」を造る。
module.production-amaretto.details	イタリア生まれの甘くほろ苦いアマレットは、今やニューヨーク中の酒場で大流行だ。このブームに乗って、がっつり稼ごうじゃないか。
module.production-absinthe.name	アブサン蒸留器
module.production-absinthe.desc	小麦と秘伝のハーブを使い、垂涎の的であるアブサンを製造する。
module.production-absinthe.details	ニューヨークの最先端の連中がこぞって求めているのは？ そう、アブサンだ。砂糖を溶かして、ヨーロッパ風に楽しむ。こいつを飲むこと自体がステータスなのさ。
module.source-booze-barrels-small.name	酒樽の供給源
module.source-booze-barrels-small.desc	この店主は酒のルートを持っていて、時々樽を一、二本都合してくれるらしい。
module.supper-club.name	サッパークラブ
module.supper-club.desc	豪華な食事と、それを引き立てる上等な酒を出す店だ。
module.dance-hall.name	ダンスホール
module.dance-hall.desc	最新のナンバーに合わせて踊り明かし、日頃の鬱憤を晴らす場所だ。
module.dance-hall.details	毎晩のように超満員だ。最新のステップに夢中の若者から、故郷の歌を懐かしむ夫婦まで客層は広いが、酒が流れていることだけは共通している。
module.hotel.name	ホテル
;; ホテル・社交場

module.luxury-hotel-npc.name	高級ホテル
module.hotel-player.name	高級レストラン
module.hotel.desc	地元民が頻繁に利用するレストランを併設した宿泊施設だ。
module.luxury-hotel-npc.desc	この街を訪れる金持ち連中のための豪華な宿だ。奴らは最高級の寝具、食事、娯楽、そして極上の「酒」を期待している。
module.hotel-player.desc	街のセレブたちが特別な日や祝いの席で利用する、きらびやかなレストランだ。
module.hotel.details	このレストランには、地元民が常に目当てにしている特別行事用のメニューがある。
module.jazz-club.name	ジャズクラブ
module.jazz-club.desc	オーケストラが演奏を始める夜、この界隈は一気に活気づく。
module.jazz-club.details	素晴らしい音楽と上等な飲み物を求めて夜の街に繰り出す連中にとって、ここは格好の溜まり場だ。

	;; リソース供給・工業施設

module.source-industrial-alcohol.name	工業用アルコール
module.source-industrial-alcohol.desc	ここでは工業用アルコールが洗浄やその他の産業用途に使用されている。
module.source-homemade-booze-materials.name	ファーマーズ・マーケット
module.source-homemade-booze-materials.desc	農場から届く資材は、発酵飲料（アルコール）を仕込むのに非常に役立つ。
module.source-forge-front.name	鉄工所
module.source-forge-front.desc	あらゆる金属製品の製造や修理を行っている地元の鍛冶屋だ。
module.source-forge-front.details	ハンマー、金敷、樽、そしてあらゆる道具がこの小さな作業場に詰め込まれている。
module.source-mason.name	小さなレンガ工場
module.source-mason.desc	レンガ、タイル、テラコッタなどの粘土製品を製造している。
module.source-mason.details	道具、粘土、窯、そしてあらゆる設備や機械がこの狭い作業場にひしめき合っている。
module.paint-shop.name	塗装屋の作業場
module.paint-shop.desc	地元の塗装職人の事務所兼倉庫、そして作業場だ。
module.paint-shop.details	バケツ、樽、化学薬品、道具、機材がこの狭いスペースに散乱している。
module.small-sawmill.name	地元の木工所
module.small-sawmill.desc	多数の木製品を製造している。
module.small-sawmill.details	丸太や材木の山の間に、鋸、鉋（かんな）、旋盤などの道具が置かれている。
module.small-lumberyard.name	小さな材木置き場
module.small-lumberyard.desc	材木やその他の建築資材を扱う小規模な販売店だ。
module.small-lumberyard.details	山積みの材木や資材が、この小規模な建設業者の敷地や離れを埋め尽くしている。

	;; 流通拠点

module.sink-homebooze-industrial.name	自家製酒の小規模配送業者
module.sink-homebooze-industrial.desc	この事業主は自分のトラックを使い、市内の客へ自家製酒を配送している。
module.sink-booze-industrial.name	違法酒配送業者
module.sink-booze-industrial.desc	この事業主は自分のトラックを使い、市内の客へ様々な種類の酒を配送している。
